URBAN_CODE,CURVES_D,ROUTE_NUMBER,STD_EXP_FACTOR,VERT_ALIGN,DONUT_EXP_FACTOR,NHS,IS_DONUT,PEAK_CAPACITY,SAMPLING_TECH,SAMPLE_ID,PERC_SIGHT,IS_METRIC,AT_GRADE_SIGNS,YEAR_RECORD,HORZ_ALIGN,TURN_LANES_L,GRADES_F,GRADES_B,PERC_COMBINATION,ROUTE_SIGNING,SHOULDER_TYPE,SHOULDER_WIDTH_L,SURV_A,CURVES_A,BEGIN_LRS,SPECIAL_SYSTEMS
71,0.0,0,8.614,0,0.0,0,0,344,0,3244,100,0,1,2004,0,4,0.0,0.0,0,0,5,0,0,0.101,0.0,0
4,0.0,I 076,1.0,0,0.0,1,0,3989,0,15TPEW315250,0,0,0,2004,0,0,0.0,4.45,9,1,2,5,0,4.45,315.25,1
7,0.0,['0✔️' '0😬' '0😍' '0🫂' '0😜' '0🎉' '0👏'],4.312,0,0.0,0,0,330,0,2.802E+11,0,0,1,2004,0,4,0.0,0.0,4,0,1,0,0,0.0,0.0,0
0,0.0,0,71.105,2,0.0,0,0,1952,0,362A70800803,10,0,0,2004,2,0,0.0,0.0,0,0,1,0,0,0.0,5.343,0
455,0.0,PR 150,1.0,0,0.0,0,0,1457,0,150001000,0,0,0,2004,0,4,0.0,0.0,1,3,1,0,0,0.0,0.0,0
77,0.0,0,16.444,0,0.0,0,0,791,0,7.1006E+11,0,0,1,2004,0,4,0.0,0.0,2,5,4,0,0,0.0,0.0,0
0,0.0,I 476,1.0,1,0.0,1,0,3903,0,13I476094750,0,0,0,2004,1,0,0.0,0.0,9,3,2,4,0,0.25,94.75,1
162,0.0,['0⭐' '0💕' '0😎' '0🫶' '0😭' '0👍' '0👏' '0❌' '0🤣'],3.043,0,0.0,0,0,345,0,4.462E+11,0,0,1,2004,0,4,0.0,0.0,1,0,6,0,0,0.0,0.0,0
248,0.0,0,1.276,0,0.0,0,0,1564,0,C01532000000,0,0,0,2004,0,2,0.0,0.0,1,0,1,0,0,1.21,3.5,0
48,0.0,0,3.451,0,0.0,0,0,1440,0,08065RT93105,0,0,0,2004,0,4,0.0,0.0,0,0,1,0,0,0.0,2.897,0
7,0.0,44,9.624,0,0.0,1,0,1906,0,"['2.93039E+11❌' '2.93039E+11⭐' '2.93039E+11👉' '2.93039E+11🥹'
 '2.93039E+11👏' '2.93039E+11👍' '2.93039E+11🤔' '2.93039E+11😎']",0,0,0,2004,0,4,0.0,0.166,1,2,1,0,0,0.148,15.826,0
0,0.0,IS00064,1.394,1,0.0,1,0,3131,0,64 43100,0,0,0,2004,1,0,0.0,5.85,8,1,2,3,0,10.45,43.1,1
173,0.0,1945,1.571,0,0.0,0,0,341,0,53104,0,0,1,2004,0,4,0.0,0.16,1,3,5,0,0,0.36,0.0,0
0,0.0,0,13.519,1,0.0,0,0,515,0,61418000323,0,0,0,2004,1,4,0.0,0.0,1,0,6,0,0,0.079,0.0,0
0,0.0,235,8.433,0,0.0,1,0,3793,0,2.0235E+11,0,0,0,2004,0,1,0.0,0.0,1,3,2,0,0,0.138,12.106,0
7,0.0,0,30.274,0,0.0,0,0,1737,0,1.3102E+11,0,0,0,2004,0,4,0.0,0.044,1,0,1,0,0,0.08,0.0,0
0,0.0,14,3.12,1,3.471,0,1,1941,0,1.0626E+11,50,0,0,2004,2,0,0.0,0.0,1,3,1,0,0,0.448,2.591,0
0,0.0,171,1.771,1,0.0,1,0,2729,0,250000103,0,0,0,2004,1,0,0.0,0.0,15,2,2,4,0,5.04,2.01,1
0,0.0,IR000075,1.632,0,0.0,1,0,3982,0,00007501806A,0,0,0,2004,0,0,0.0,0.518,9,1,2,4,0,1.04,18.06,1
310,0.0,0035THAV,1.989,0,0.0,0,0,2989,0,123-0669-000,0,0,0,2004,0,0,0.0,0.0,3,7,6,0,0,0.26,2.072,0
98,0.05,335,5.941,0,0.0,0,0,1484,0,0501S3350529,0,0,0,2004,0,4,0.0,0.16,1,3,4,0,0,0.52,8.513,0
124,0.0,158,1.749,0,0.0,0,0,943,0,5622,0,0,0,2004,0,4,0.0,0.0,4,2,4,0,0,0.1,20.22,0
152,0.0,I 083,1.0,0,0.0,1,0,4034,0,6.60083E+11,0,0,0,2004,0,0,0.0,0.0,8,1,2,9,0,0.409,10.002,1
0,0.0,69,11.549,0,7.254,0,0,1634,0,2.40001E+11,0,0,0,2004,0,4,0.0,0.0,2,2,5,0,0,0.085,147.617,0
0,0.0,30,46.459,1,0.0,1,0,2516,0,9792,100,0,0,2004,1,0,0.0,0.0,12,2,5,0,0,0.991,2.518,0
0,0.0,9,3.93,1,0.0,1,0,1279,0,219369,0,0,0,2004,1,0,0.0,0.0,2,3,2,0,0,1.18,208.21,0
53,0.0,0,34.016,1,0.0,0,0,1681,0,S00135003190,28,0,0,2004,3,0,0.0,0.0,1,0,2,0,0,0.78,6.244,0
0,0.0,_US0062_,8.626,1,0.0,0,0,1565,0,3201022342,69,0,0,2004,1,4,0.0,6.8,9,2,2,0,0,8.885,367.73,0
234,0.0,108,1.0,1,0.0,0,0,2160,0,1.00991E+11,0,0,0,2004,1,4,0.0,0.0,0,3,6,0,0,0.398,0.483,0
6,0.0,0,20.926,0,0.0,0,0,901,0,04041EG31105,0,0,0,2004,0,4,0.0,0.0,0,0,6,0,0,0.0,0.402,0
398,0.0,I     4,3.31,0,0.0,1,0,4299,0,9.213E+11,0,0,0,2004,0,0,0.0,0.0,4,1,4,4,1,0.961,2.264,1
0,0.0,60,2.119,3,0.0,0,0,2092,0,____60 13640,30,0,0,2004,2,0,0.0,0.0,5,2,3,0,0,1.357,12.491,0
35,0.0,7122,7.342,0,0.0,0,0,1931,0,3276388,0,0,0,2004,0,4,0.0,0.0,1,3,6,0,0,0.08,0.0,0
0,0.0,['10🫂' '10🤔' '10✨' '10😍'],1.0,1,0.0,1,0,3565,0,Z96000000476,100,0,0,2004,1,0,0.0,0.0,15,1,2,4,0,2.666,310.89,1
0,0.0,0,11.039,0,0.0,0,0,3396,0,3250  0460,0,0,0,2004,0,3,0.0,0.0,2,7,3,0,0,0.0,0.0,0
8,0.0,0,2.835,0,0.0,0,0,1470,0,3.0246E+11,0,0,0,2004,0,4,0.0,0.0,1,0,3,0,0,0.0,0.0,0
0,0.0,341,10.709,1,0.0,1,0,3456,0,2700107560,100,0,0,2004,1,0,0.0,0.0,5,2,2,4,0,0.01,9.38,0
0,0.0,0,1.802,0,0.0,0,0,1749,0,['6450010490👉' '6450010490🙌' '6450010490👏' '6450010490👀' '6450010490⭐'],0,0,0,2004,0,3,0.0,0.0,7,9,3,0,0,0.285,10.205,0
163,0.0,1571,8.395,0,0.0,0,0,3798,0,59107,0,0,0,2004,0,3,0.0,0.0,1,3,5,0,0,0.43,0.0,0
0,0.0,0,2.493,0,0.0,0,0,1649,0,40041002710,0,0,0,2004,0,4,0.0,0.0,2,0,1,0,0,0.0,0.0,0
256,0.0,0,4.607,0,0.0,0,0,995,0,1.3414E+11,0,0,0,2004,0,3,0.0,0.0,1,0,6,0,0,0.0,0.0,0
0,0.0,0,8.858,1,0.0,0,0,2610,0,F00006100101,90,0,0,2004,1,0,0.0,0.0,4,0,2,0,0,3.0,4.291,0
41,0.0,320,10.507,0,0.0,0,0,2986,0,[],0,0,0,2004,0,4,0.0,0.0,3,3,6,0,0,0.0,2.849,0
0,0.0,0,5.323,0,0.0,0,0,1279,0,1.10181E+11,0,0,0,2004,0,4,0.0,0.0,1,6,6,0,0,0.26,0.0,0
0,0.0,I 080,1.005,1,0.0,1,0,2727,0,3.3008E+11,0,0,0,2004,1,0,0.0,0.0,32,1,2,4,0,0.5,17.64,1
39,0.0,0000490I,1.421,0,0.0,1,0,6198,0,3007318,0,0,0,2004,0,0,0.0,0.0,2,1,2,4,0,0.47,15.33,1
474,0.0,24,1.491,0,0.0,0,0,3040,0,1.58052E+11,0,0,0,2004,0,3,0.0,0.0,1,2,6,0,0,0.711,14.916,0
26,0.0,116,8.356,0,0.0,0,0,1681,0,1.30459E+11,0,0,0,2004,1,0,0.0,0.0,1,3,2,0,0,0.184,3.917,0
11,0.0,B,10.085,0,0.0,0,0,3712,0,6147002877,0,0,0,2004,0,0,0.0,0.0,3,3,3,0,0,0.0,4.63,0
0,0.0,76,16.272,1,0.0,0,0,2307,0,3801S0760071,0,0,0,2004,1,0,0.0,0.03,1,3,3,0,0,0.19,0.71,0
219,0.0,190,4.741,0,0.0,0,0,1533,0,06514B006430,0,0,0,2004,0,4,0.0,0.0,1,3,6,0,0,0.0,7.242,0
0,0.053,16,2.037,1,0.0,1,0,1330,0,1.70016E+11,80,0,0,2004,4,0,0.0,0.303,7,2,2,0,0,2.548,23.07,0
281,0.0,0,14.121,0,0.0,0,0,1698,0,4.01013E+11,0,0,0,2004,0,0,0.0,0.0,1,0,6,0,0,0.146,0.0,0
0,0.0,34,39.061,0,0.0,1,0,2492,0,13297,0,0,0,2004,0,4,0.0,0.0,4,2,1,0,0,0.068,11.589,0
0,0.0,_US0059_,13.618,1,0.0,1,0,3618,0,6304016698,80,0,0,2004,4,2,0.0,0.0,12,2,2,0,0,2.155,106.371,0
230,0.0,_FM1924_,1.472,0,0.0,0,0,3420,0,1.80201E+11,0,0,0,2004,0,0,0.0,0.0,1,3,6,0,0,2.026,11.114,0
67,0.0,7529,5.429,0,0.0,0,0,3283,0,MOBLMOBA6629,0,0,0,2004,0,3,0.0,0.0,1,7,2,0,0,0.21,0.0,0
0,0.0,70,11.276,1,0.0,1,0,3122,0,711,100,0,0,2004,1,0,0.0,0.0,10,2,6,0,0,0.31,8.46,0
483,0.0,69,1.532,1,0.0,1,0,5246,0,Z01000000030,0,0,0,2004,1,1,0.0,0.0,1,3,1,0,0,1.203,25.309,0
33,0.0,0,8.281,0,0.0,0,0,1395,0,P00002745201,0,0,0,2004,0,3,0.0,0.0,4,0,6,0,0,0.857,0.0,0
0,0.0,['I 084⭐' 'I 084😊' 'I 084😏' 'I 084😎'],1.0,1,0.0,1,0,3321,0,10120001140,0,0,0,2004,3,0,0.0,0.018,14,1,2,4,0,0.411,5.131,1
0,0.0,64,2.098,1,0.0,1,0,1267,0,"['99NMSAMP0275🙌' '99NMSAMP0275🥹' '99NMSAMP0275😭' '99NMSAMP0275🤔'
 '99NMSAMP0275🤯' '99NMSAMP0275🫂' '99NMSAMP0275😎']",80,0,0,2004,1,0,0.0,0.0,20,2,2,0,0,0.0,376.951,0
28,0.0,_FM1976_,2.526,0,0.0,0,0,1560,0,1.89001E+11,0,0,0,2004,0,4,0.0,0.186,4,3,1,0,0,0.44,6.421,0
0,0.0,0000NONE,15.999,1,0.0,0,0,342,0,6.40003E+11,0,0,1,2004,1,4,0.0,0.0,2,9,6,0,0,0.0,0.0,0
25,0.0,575,3.443,0,0.0,1,0,4008,0,500101520,0,0,0,2004,0,0,0.0,0.0,7,1,2,4,0,3.28,1.93,1
219,0.0,0,1.967,0,0.0,0,0,1698,0,00P067000780,0,0,0,2004,0,0,0.0,0.0,1,0,5,0,0,0.27,1.271,0
0,0.0,93,1.019,1,0.0,1,0,2830,0,930000086,0,0,0,2004,1,0,0.0,0.03,9,1,2,4,0,0.119,0.086,1
9,0.0,I 079,1.024,0,0.0,1,0,4027,0,6.20079E+11,0,0,0,2004,0,0,0.0,0.233,6,1,2,4,0,0.501,20.358,1
0,0.0,0,11.881,0,0.0,0,0,341,0,21500200870,0,0,1,2004,0,4,0.0,0.0,0,0,5,0,0,0.36,0.821,0
50,0.0,US  301,7.047,0,0.0,1,0,3683,0,7.214E+11,0,0,0,2004,0,3,0.0,0.0,6,2,4,2,0,0.918,0.0,0
96,0.0,0,1.098,0,0.0,1,0,2267,0,8.02216E+11,0,0,0,2004,0,3,0.0,0.0,1,0,2,0,0,1.488,23.501,0
0,0.0,0,6.47,1,9.697,0,0,2733,0,06029WMB6105,100,0,1,2004,1,0,0.0,8.0,8,0,1,0,0,8.0,8.08,0
406,0.0,95,3.626,0,0.0,1,0,6110,0,092G035,0,0,0,2004,0,0,0.0,0.35,1,1,2,4,1,0.37,46.82,1
19,0.0,"['0000NONE👀' '0000NONE💯' '0000NONE🔥' '0000NONE🤯' '0000NONE💀' '0000NONE❌'
 '0000NONE💕' '0000NONE😤']",6.922,1,0.0,0,0,1625,0,8.18505E+11,0,0,0,2004,1,4,0.0,0.0,1,9,5,0,0,0.0,0.0,0
60,0.0,44,1.077,0,0.0,1,0,3989,0,2118,100,0,0,2004,0,0,0.0,0.0,5,1,2,6,0,0.3,3.42,1
29,0.0,00CR4240,10.905,0,0.0,0,0,1755,0,4.92154E+11,0,0,0,2004,0,3,0.0,0.0,5,5,2,0,0,0.53,0.17,0
0,0.0,0,5.399,0,0.0,0,0,669,0,M05836000000,0,0,1,2004,0,3,0.0,0.0,1,0,6,0,0,0.0,0.0,0
163,0.0,64,2.945,0,0.0,1,0,3809,0,12085,0,0,0,2004,0,3,0.0,0.02,4,2,4,10,0,1.24,27.75,0
31,0.0,64,1.0,0,0.0,1,0,6069,0,64018693,0,0,0,2004,0,0,0.0,0.079,5,1,2,10,0,0.195,18.693,1
49,0.0,SR000616,4.754,0,0.0,0,0,923,0,"['616003170😭' '616003170💕' '616003170😡' '616003170😡' '616003170🥰'
 '616003170🎉' '616003170💀' '616003170👀']",0,0,0,2004,0,3,0.38,0.0,3,3,6,0,0,0.38,3.18,0
116,0.0,US000006,34.145,0,0.0,0,0,3544,0,6028710,0,0,0,2004,0,4,0.0,0.13,1,2,6,0,0,0.26,28.53,0
195,0.15,1610,1.868,0,0.0,0,0,1539,0,[],0,0,0,2004,0,4,0.2,0.23,1,3,5,0,0,0.75,0.0,0
164,0.0,PA896,17.412,0,0.0,0,0,580,0,3.60896E+11,0,0,0,2004,0,4,0.0,0.0,1,3,2,0,0,0.0,0.0,0
76,0.0,190,1.0,0,0.0,1,0,6228,0,3.48382E+11,0,0,0,2004,0,0,0.017,0.184,2,1,2,4,0,0.39,0.424,1
406,0.0,95,3.271,0,0.0,1,0,6069,0,014A006,0,0,0,2004,0,0,0.0,0.354,5,1,2,10,1,0.58,51.55,1
0,0.0,212,2.037,1,0.0,1,0,1554,0,5.80212E+11,90,0,0,2004,1,0,0.0,0.266,14,2,2,0,0,3.063,313.89,0
0,0.0,[],1.301,1,0.0,1,0,3321,0,77013440,0,0,0,2004,1,0,0.0,1.259,14,1,2,3,0,5.19,13.44,1
243,0.0,016E,2.538,0,0.0,1,0,3352,0,016E0031200,0,0,0,2004,0,3,0.0,0.23,2,3,6,0,0,0.23,3.3,0
8,0.0,564,24.74,0,0.0,0,0,1618,0,2.0564E+11,0,0,0,2004,0,4,0.0,0.0,1,3,2,0,0,0.5,2.108,0
250,0.0,0,2.133,0,0.0,0,0,903,0,E01006M02200,0,0,1,2004,0,3,0.0,0.0,1,0,6,0,0,1.437,3.541,0
22,0.0,SEVERN,1.211,0,0.0,0,0,1079,0,"['1.00956E+11😍' '1.00956E+11😳' '1.00956E+11❌' '1.00956E+11👏'
 '1.00956E+11😏' '1.00956E+11👀' '1.00956E+11👉']",0,0,0,2004,0,4,0.0,0.0,2,8,6,0,0,0.41,0.0,0
76,0.0,90,1.0,0,0.0,1,0,6353,0,[],0,0,0,2004,0,0,0.0,0.379,0,1,2,2,0,0.646,93.52,1
0,0.0,0,4.645,0,0.0,0,0,1715,0,U06706000000,0,0,0,2004,0,4,0.0,0.0,0,7,2,0,0,0.0,0.0,0
0,0.0,US022,8.582,1,0.0,1,0,3998,0,2.20022E+11,0,0,0,2004,1,0,0.0,0.0,3,2,2,4,0,0.573,5.25,0
0,0.0,I 081,1.002,1,0.0,1,0,3581,0,4.00081E+11,0,0,0,2004,1,0,0.0,0.0,7,1,2,4,0,0.191,11.143,1
33,0.0,60,7.319,0,0.0,1,0,6127,0,['P88008437428❤️' 'P88008437428🥰' 'P88008437428🔥' 'P88008437428✨'],0,0,0,2004,0,0,0.0,0.0,3,2,2,10,0,0.997,154.004,0
51,0.007,1,7.459,0,0.0,0,0,1412,0,102I023,0,0,0,2004,0,4,0.0,0.095,0,2,2,0,1,0.153,14.82,0
161,0.0,['99📍' '99😍' '99📍' '99😇' '99💕' '99👉' '99💕' '99😍'],6.91,0,0.0,0,0,3762,0,1009111674,0,0,0,2004,0,0,0.0,0.0,3,3,2,0,0,0.1,116.74,0
185,0.0,0,4.221,0,0.0,0,0,342,0,UHLIBI002270,0,0,1,2004,0,4,0.0,0.0,1,7,6,0,0,0.0,0.0,0
243,0.0,0,196.125,0,0.0,0,0,341,0,USKFLS000140,0,0,2,2004,0,4,0.0,0.0,3,7,6,0,0,0.0,0.0,0
368,0.0,16,2.322,0,0.0,1,0,4082,0,5.01618E+11,0,0,0,2004,0,0,0.0,1.58,2,3,2,4,0,3.03,19.64,1
53,0.0,15,4.125,0,0.0,1,0,10021,0,A00015303150,0,0,0,2004,0,0,0.0,0.84,3,1,2,4,1,0.56,300.51,1
131,0.0,0,5.19,0,0.0,0,0,3109,0,64900201070,0,0,0,2004,0,0,0.0,0.0,0,0,1,0,0,0.31,1.722,0
101,0.0,25,3.345,0,0.0,0,0,1377,0,4.0025E+11,0,0,0,2004,0,4,0.0,0.0,7,5,3,0,0,0.0,0.451,0
151,0.0,0,5.94,0,0.0,0,0,1698,0,B04760000000,0,0,0,2004,0,4,0.0,0.0,1,0,6,0,0,0.88,6.116,0
0,0.0,['0👏' '0📍' '0🫂' '0✨' '0🫶' '0😡' '0🙏'],76.69,2,0.0,0,0,1558,0,980150,60,0,0,2004,2,0,0.0,0.0,6,0,4,0,0,0.0,0.0,0
315,0.0,US  231,17.292,0,0.0,0,0,2763,0,"['4.604E+11😳' '4.604E+11💯' '4.604E+11🥰' '4.604E+11😬' '4.604E+11😡'
 '4.604E+11⭐' '4.604E+11🥰']",0,0,0,2004,0,4,0.0,0.0,1,2,1,0,0,0.338,0.17,0
0,0.0,[],89.731,2,0.0,0,0,1537,0,2190010625,27,0,0,2004,1,0,0.0,0.164,1,3,2,0,0,0.488,0.0,0
66,0.0,0,1.016,0,0.0,0,0,1964,0,B16160000640,0,0,0,2004,0,4,0.0,0.0,1,0,6,0,0,1.063,36.312,0
376,0.0,"['PR 411👏' 'PR 411😅' 'PR 411⭐' 'PR 411😬' 'PR 411😳' 'PR 411😜' 'PR 411😇'
 'PR 411😅']",3.26,0,0.0,0,0,1443,0,411005100,0,0,0,2004,0,4,0.0,0.0,1,3,1,0,0,0.0,0.0,0
0,0.0,94,2.666,1,0.0,1,0,3778,0,094E1315300,0,0,0,2004,1,0,0.0,0.61,5,1,2,6,0,4.09,127.86,1
0,0.0,0,13.307,1,0.0,0,0,1859,0,3.13217E+11,0,0,0,2004,1,4,0.0,0.0,1,0,1,0,0,1.0,0.0,0
0,0.0,99,2.794,1,0.0,1,0,5800,0,1.0077E+11,0,0,0,2004,1,0,0.0,0.0,11,3,4,5,0,0.797,5.593,1
284,0.0,['I 081😡' 'I 081💕' 'I 081😅' 'I 081😤' 'I 081⭐' 'I 081😳' 'I 081😭' 'I 081😩'],1.0,0,0.0,1,0,3995,0,7990000500,0,0,0,2004,0,0,0.0,0.211,9,1,2,4,0,0.505,0.503,1
117,0.0,0,1.728,1,0.0,0,0,4334,0,06029F256110,0,0,0,2004,1,1,0.0,0.0,1,0,6,0,0,1.11,0.19,0
99,0.0,39,2.488,0,0.0,1,0,4075,0,1018302,0,0,0,2004,0,0,0.0,0.51,15,1,2,8,0,0.51,127.34,1
327,0.0,0,22.177,0,0.0,0,0,3237,0,506058,0,0,0,2004,0,0,0.0,0.0,4,0,1,0,0,0.162,0.869,0
0,0.0,61,3.801,4,0.0,1,0,1243,0,02138B0061HU,10,0,0,2004,2,0,0.0,1.6,5,3,2,0,0,5.35,64.98,1
0,0.0,81,2.037,1,0.0,1,0,1374,0,3.90081E+11,80,0,0,2004,1,0,0.0,2.515,13,2,2,0,0,9.511,119.82,0
50,0.0,0,25.177,0,0.0,0,0,1623,0,7.201E+11,0,0,0,2004,0,4,0.0,0.0,4,2,6,0,0,0.0,30.114,0
282,0.0,0,17.467,0,0.0,0,0,904,0,8.06418E+11,0,0,0,2004,0,3,0.0,0.0,1,0,6,0,0,0.473,52.302,0
391,0.0,0,1.886,0,0.0,0,0,483,0,08071MU49100,0,0,2,2004,0,4,0.0,0.0,0,0,1,0,0,0.0,0.402,0
0,0.0,91,1.05,1,0.0,1,0,2764,0,910000000,0,0,0,2004,1,0,0.0,0.0,9,1,2,4,0,2.506,0.0,1
0,0.0,PR 100,1.062,1,0.0,0,0,3552,0,100000900,0,0,0,2004,1,3,0.0,0.267,2,3,2,5,0,1.429,0.559,0
43,0.0,['5🤔' '5😊' '5😊' '5😇' '5🔥' '5🤔'],2.947,0,0.0,0,0,2862,0,['048T019💩' '048T019😍' '048T019😇' '048T019😏' '048T019✨'],0,0,0,2004,0,4,0.0,0.059,4,2,2,0,1,0.31,52.15,0
0,0.0,['15🙌' '15😡' '15😍' '15😜' '15❌' '15🫂' '15😩' '15💀'],1.0,1,0.0,1,0,3581,0,01570C143003,0,0,0,2004,1,0,0.0,2.799,20,1,2,4,0,8.435,134.568,1
0,0.0,80,2.242,0,0.0,1,0,3517,0,51080 133970,0,0,0,2004,0,0,0.0,0.0,38,1,4,5,0,0.27,126.69,1
4,0.0,NJ 47,6.933,0,0.0,0,0,2183,0,0047  069270,0,0,0,2004,0,3,0.0,0.0,2,3,2,0,0,0.87,0.0,0
0,0.0,101,2.862,1,0.0,1,0,3552,0,5.10123E+11,0,0,0,2004,2,0,0.0,0.13,2,2,2,4,0,0.76,350.84,0
145,0.03,0,2.77,0,0.0,1,0,2923,0,50522005589,0,0,0,2004,0,4,0.0,0.0,1,0,1,0,0,0.07,0.0,0
0,0.0,I 070,1.0,1,0.0,1,0,3885,0,2.9007E+11,0,0,0,2004,1,0,0.0,0.0,10,1,2,4,0,0.5,2.516,1
2,0.0,0,83.977,2,0.0,0,0,728,0,07037MS14100,0,0,3,2004,2,2,0.0,0.0,1,0,6,0,0,0.0,0.0,0
0,0.0,15,1.0,1,0.0,1,0,3596,0,01570B040220,0,0,0,2004,1,0,0.0,2.482,21,1,2,4,0,3.403,36.15,1
0,0.0,I 080,1.002,1,0.0,1,0,3361,0,4.0008E+11,0,0,0,2004,1,0,0.0,0.0,13,1,2,4,0,0.5,6.268,1
0,0.0,0,6.617,0,0.0,0,0,1392,0,2003070,0,0,0,2004,0,0,0.0,0.0,0,0,5,0,0,0.29,0.0,0
214,0.0,PR 1,2.701,0,0.0,0,0,2887,0,1059200,0,0,0,2004,0,4,0.0,0.162,1,3,1,0,0,0.684,59.2,0
0,0.0,136,53.637,1,0.0,0,0,797,0,13600119990,30,0,0,2004,1,0,0.0,0.0,1,3,5,0,0,3.57,32.171,0
0,0.0,0,15.258,0,2.388,0,0,344,0,08071WT67100,0,0,1,2004,0,4,0.0,0.0,0,0,1,0,0,0.0,0.483,0
0,0.0,127,2.611,0,0.0,0,0,2971,0,1.29016E+11,0,0,0,2004,0,4,0.0,0.153,5,2,6,0,0,0.507,8.518,0
143,0.0,0000041B,1.066,1,0.0,0,0,872,0,4900112730,0,0,0,2004,1,4,0.0,0.0,2,2,6,0,0,0.24,12.73,0
244,0.0,113,1.991,0,0.0,0,0,1589,0,76255E0113AG,0,0,0,2004,0,3,0.0,0.0,4,7,6,0,0,0.0,1.271,0
386,0.0,_FM1171_,1.028,0,0.0,0,0,4526,0,1.31101E+11,0,0,0,2004,0,3,0.0,0.0,3,3,6,0,0,0.942,20.472,0
15,0.0,0,5.936,0,0.0,5,0,2817,0,B40177033620,0,0,0,2004,0,3,0.0,0.0,1,0,6,0,0,0.875,33.62,0
0,0.0,I 099,1.0,1,0.0,1,0,3885,0,50099007000,0,0,0,2004,1,0,0.0,0.335,3,1,2,4,0,0.5,7.0,1
0,0.07,215,29.633,1,0.0,0,0,2737,0,11150,0,0,0,2004,1,4,0.0,0.27,3,3,6,0,0,0.59,0.0,0
51,0.0,175,16.122,0,0.0,0,0,344,0,015A019,0,0,1,2004,0,4,0.0,0.0,0,6,2,0,0,0.0,1.207,0
194,0.0,42,1.726,0,0.0,0,0,2729,0,5.00038E+11,0,0,0,2004,0,2,0.0,0.068,2,3,6,0,0,0.571,367.32,0
0,0.0,68,2.449,1,0.0,1,0,2196,0,['1.0048E+11💩' '1.0048E+11😳' '1.0048E+11🤣'],0,0,0,2004,1,0,0.0,0.22,17,1,2,4,0,0.17,24.89,1
0,0.0,160,2.115,1,0.0,1,0,1731,0,R00008362104,71,0,0,2004,1,0,0.0,0.0,3,2,4,0,0,5.416,153.934,1
0,0.0,24200123,6.98,0,0.0,0,0,2907,0,24607C0022AY,0,0,0,2004,0,3,0.0,0.0,4,7,6,0,0,0.272,0.078,0
93,0.0,0,9.745,0,0.0,0,0,1943,0,720820,0,0,0,2004,0,4,0.0,0.0,0,0,6,0,0,0.0,0.0,0
249,0.0,0,1.329,0,0.0,0,0,1641,0,AA0405000000,0,0,0,2004,0,0,0.0,0.0,1,5,6,0,0,0.187,0.0,0
99,0.0,0,8.404,0,0.0,0,0,344,0,1010850,0,0,1,2004,0,4,0.0,0.0,0,0,5,0,0,0.0,0.0,0
0,0.0,82,3.489,1,0.0,1,0,3729,0,7.62001E+11,100,0,0,2004,1,0,0.0,0.0,1,2,3,6,0,3.262,0.424,0
0,0.0,21,4.874,0,0.0,0,0,1737,0,____21  9159,0,0,0,2004,0,4,0.0,0.0,1,3,6,0,0,0.066,9.151,0
198,0.0,0,4.96,0,0.0,0,0,993,0,00008101188A,0,0,0,2004,0,3,0.0,0.0,2,3,2,0,0,0.0,0.0,0
34,0.2,0,1.579,0,0.0,0,0,344,0,"['7.90122E+11👍' '7.90122E+11😇' '7.90122E+11❌' '7.90122E+11🔥'
 '7.90122E+11🙏' '7.90122E+11😎' '7.90122E+11⭐']",0,0,2,2004,0,4,0.0,0.21,1,0,5,0,0,2.02,0.0,0
12,0.0,0,20.111,0,0.0,0,0,1610,0,3.293E+11,0,0,0,2004,0,0,0.0,0.0,1,0,2,0,0,0.0,2.06,0
390,0.0,1467,1.395,0,0.0,0,0,1772,0,47302,0,0,0,2004,0,2,0.0,0.0,4,3,6,0,0,0.45,0.96,0
0,0.0,97,2.272,1,0.0,1,0,1104,0,5.15104E+11,0,0,0,2004,1,0,0.0,0.0,10,2,2,0,0,0.87,220.65,0
0,0.0,9US00058,4.327,0,0.0,0,0,6793,0,BUS 58  3170,0,0,0,2004,0,2,0.0,0.09,1,2,6,0,0,0.23,3.35,0
0,0.0,0,2.388,4,0.0,0,0,1438,0,88NM04060001,0,0,0,2004,4,0,0.0,0.0,18,0,1,0,0,0.0,0.0,0
282,0.0,['0💯' '0👉' '0😅'],3.018,0,0.0,0,0,1641,0,AA1014000000,0,0,0,2004,0,0,0.0,0.0,1,5,6,0,0,1.026,0.0,0
0,0.0,0000034C,7.333,0,0.0,0,0,2047,0,069-0227-034,0,0,0,2004,0,3,0.0,0.119,0,2,6,0,0,0.119,1.306,0
0,0.0,0,61.052,1,0.0,0,0,2375,0,161000650,40,0,0,2004,3,0,0.0,0.0,5,3,4,0,0,1.76,0.0,0
113,0.0,0,3.367,0,0.0,0,0,1603,0,XQYJUY000074,0,0,0,2004,0,4,0.0,0.0,4,7,1,0,0,0.0,0.0,0
273,0.0,50,4.006,0,0.0,1,0,1508,0,5.405E+11,0,0,0,2004,0,4,0.0,0.2,8,2,3,0,0,0.24,3.35,1
0,0.0,['1💯' '1😩' '1😎' '1💀' '1👍' '1👈' '1✔️' '1⭐'],15.838,1,0.0,0,0,2135,0,7.62003E+11,25,0,0,2004,1,0,0.0,0.0,12,3,3,0,0,2.045,9.284,0
